"name",12/13,13/14,14/15,15/16,16/17,17/18
"Issiar Dia",24.0,12.0,18.0,14.0,34.0,13.0
"Emanuel Dening",NaN,NaN,NaN,16.0,24.0,23.0
"Khalid Boutaïb",1.0,NaN,28.0,35.0,36.0,24.0
"Gilberto",27.0,32.0,23.0,17.0,18.0,5.0
"Eren Tozlu",24.0,23.0,25.0,24.0,29.0,19.0
"Jhon Murillo",NaN,4.0,4.0,23.0,32.0,21.0
"Samuel Eduok",NaN,NaN,19.0,12.0,38.0,25.0
"Ilhan Depe",31.0,26.0,25.0,32.0,25.0,25.0
"Trezeguet",17.0,30.0,36.0,8.0,31.0,25.0
"Mbaye Diagne",NaN,11.0,14.0,44.0,17.0,8.0
"Bengali-Fodé Koita",22.0,34.0,30.0,26.0,25.0,5.0
"Franck Etoundi",26.0,34.0,37.0,26.0,4.0,8.0
"Adam Stahl",NaN,26.0,22.0,19.0,26.0,6.0
"Ahmet Karadayi",NaN,NaN,NaN,NaN,27.0,18.0
"Hervé Kage",32.0,35.0,22.0,29.0,29.0,14.0
"Leandrinho",4.0,27.0,16.0,30.0,39.0,11.0
"Marius Alexe",36.0,8.0,29.0,35.0,2.0,14.0
"Ergin Keles",30.0,32.0,28.0,28.0,37.0,12.0
"Yusuf Akbulut",1.0,25.0,28.0,12.0,13.0,15.0
"Sebá",30.0,33.0,42.0,33.0,43.0,23.0
"Marko Marin",19.0,30.0,12.0,29.0,23.0,33.0
"Kevin Mirallas",33.0,37.0,36.0,30.0,37.0,24.0
"Felipe Pardo",14.0,41.0,35.0,32.0,26.0,30.0
"Uros Djurdjevic",25.0,27.0,38.0,16.0,34.0,39.0
"Karim Ansarifard",31.0,32.0,17.0,36.0,34.0,22.0
"Nikolaos Vergos",0.0,8.0,9.0,13.0,25.0,6.0
"Róbert Mak",26.0,20.0,35.0,46.0,27.0,30.0
"Dimitrios Limnios",NaN,NaN,2.0,14.0,32.0,25.0
"Djalma",24.0,30.0,32.0,28.0,44.0,26.0
"Aleksandar Prijovic",32.0,21.0,31.0,47.0,45.0,32.0
"Efthymios Koulouris",NaN,11.0,15.0,25.0,32.0,19.0
"Lazaros Christodoulopoulos",33.0,29.0,25.0,11.0,36.0,40.0
"Marko Livaja",25.0,23.0,13.0,18.0,26.0,37.0
"Sergio Araujo",34.0,23.0,44.0,31.0,33.0,36.0
"Georgios Giakoumakis",12.0,16.0,10.0,10.0,30.0,16.0
"Dimitrios Melikiotis",NaN,0.0,NaN,7.0,11.0,5.0
"Anthony Mounier",36.0,34.0,38.0,33.0,13.0,19.0
"Giannis Mystakidis",16.0,0.0,27.0,31.0,31.0,4.0
"Anastasios Chatzigiovannis",NaN,NaN,NaN,NaN,15.0,22.0
"Dimitrios Emmanouilidis",NaN,NaN,NaN,NaN,NaN,2.0
"Christos Kountouriotis",NaN,NaN,NaN,NaN,NaN,3.0
"Guillermo Molins",28.0,11.0,13.0,28.0,11.0,22.0
"Sotiris Pispas",NaN,NaN,NaN,NaN,5.0,9.0
"Amr Warda",NaN,2.0,16.0,30.0,29.0,25.0
"Bruno",NaN,NaN,11.0,32.0,33.0,28.0
"Georgios Manousos",38.0,32.0,31.0,32.0,30.0,11.0
"Abiola Dauda",17.0,27.0,30.0,32.0,22.0,30.0
"Nicolas Diguiny",1.0,NaN,32.0,25.0,11.0,29.0
"Konstantinos Kotsopoulos",NaN,NaN,NaN,NaN,NaN,4.0
"Georgios Masouras",NaN,NaN,20.0,37.0,37.0,37.0
"Srdjan Spiridonovic",22.0,25.0,15.0,30.0,22.0,28.0
"Lazaros Lamprou",NaN,NaN,NaN,2.0,27.0,31.0
"Gerasimos Voukelatos",NaN,NaN,NaN,NaN,4.0,5.0
"Samed Yesil",10.0,4.0,11.0,18.0,13.0,26.0
"Fiorin Durmishaj",NaN,NaN,23.0,16.0,28.0,25.0
"Nicki Bille Nielsen",45.0,16.0,22.0,31.0,11.0,26.0
"Farley Rosa",NaN,23.0,27.0,24.0,23.0,29.0
"Ilias Gianniotis",NaN,NaN,NaN,NaN,4.0,5.0
"Clésio Baúque",NaN,13.0,4.0,17.0,30.0,26.0
"Jorge Díaz",14.0,9.0,35.0,23.0,34.0,28.0
"Vlad Morar",13.0,10.0,19.0,15.0,29.0,24.0
"Georgios Vakrakos",NaN,NaN,NaN,NaN,1.0,1.0
"Eugenio Isnaldo",4.0,10.0,25.0,12.0,15.0,16.0
"Gyeol-Hee Jang",NaN,NaN,NaN,NaN,2.0,
"Nikolaos Kaltsas",30.0,31.0,33.0,27.0,28.0,22.0
"Giannis Kotsiras",NaN,NaN,NaN,NaN,14.0,15.0
"Nabil Jaadi",6.0,12.0,22.0,27.0,18.0,14.0
"Giannis Bastianos",NaN,NaN,NaN,NaN,6.0,16.0
"Michalis Manias",44.0,33.0,33.0,30.0,34.0,26.0
"Anastasios Douvikas",NaN,NaN,NaN,NaN,NaN,18.0
"Rooney Wankewai",NaN,NaN,NaN,NaN,21.0,17.0
"Enes Dolovac",NaN,NaN,NaN,NaN,3.0,2.0
"Georgios Manthatis",NaN,0.0,7.0,8.0,27.0,29.0
"Karim Soltani",19.0,33.0,38.0,26.0,25.0,20.0
"Pedro Conde",NaN,32.0,34.0,37.0,30.0,25.0
"Philip Hellquist",10.0,33.0,12.0,30.0,28.0,2.0
"Franck Betra",NaN,0.0,NaN,NaN,NaN,15.0
"Denis Epstein",27.0,34.0,10.0,23.0,28.0,22.0
"Fábio Nunes",12.0,6.0,24.0,25.0,17.0,9.0
"Alexandros Kontos",42.0,27.0,34.0,32.0,27.0,13.0
"Fotis Georgiou",38.0,23.0,14.0,30.0,23.0,13.0
"Thuram",NaN,31.0,31.0,22.0,27.0,8.0
"Nestoras Mytidis",4.0,33.0,16.0,23.0,30.0,19.0
"Georgios Pamlidis",NaN,NaN,20.0,28.0,7.0,20.0
"Jonathan Bauman",NaN,NaN,NaN,NaN,5.0,12.0
"Konstantinos Georgakopoulos",NaN,9.0,7.0,14.0,16.0,12.0
"Christos Albanis",22.0,20.0,20.0,8.0,29.0,26.0
"Savvas Siatravanis",24.0,29.0,28.0,31.0,31.0,10.0
"Enver Alivodic",33.0,42.0,24.0,26.0,35.0,24.0
"Darren Maatsen",27.0,12.0,23.0,27.0,29.0,11.0
"Anthony Stokes",23.0,47.0,38.0,27.0,18.0,24.0
"Eli Elbaz",8.0,1.0,NaN,17.0,31.0,13.0
"Gonzalo Castillejos",30.0,15.0,15.0,0.0,8.0,18.0
"Kike Boula",6.0,NaN,26.0,31.0,28.0,23.0
"Brito",28.0,21.0,34.0,2.0,24.0,19.0
"Petar Djurickovic",16.0,4.0,29.0,36.0,22.0,25.0
"Panagiotis Triadis",4.0,24.0,4.0,12.0,30.0,18.0
"Erik Jendrisek",12.0,32.0,35.0,38.0,34.0,28.0
"Matías Castro",NaN,2.0,38.0,1.0,9.0,17.0
"Nikolaos Sampanidis",NaN,NaN,NaN,NaN,NaN,1.0
"Milos Deletic",8.0,19.0,21.0,28.0,28.0,24.0
"Nemanja Mladenovic",28.0,18.0,32.0,34.0,23.0,23.0
"Konstantinos Makris",NaN,NaN,NaN,NaN,0.0,1.0
"Thomas Nazlidis",27.0,8.0,22.0,33.0,30.0,31.0
"Sandi Krizman",28.0,26.0,2.0,22.0,24.0,30.0
"Emanuel Perrone",30.0,24.0,31.0,19.0,25.0,29.0
"Filip Kasalica",32.0,40.0,0.0,41.0,12.0,20.0
"Giannis Papanikolaou",NaN,NaN,NaN,NaN,2.0,13.0
"Gurjinder Singh",NaN,NaN,NaN,NaN,NaN,0.0
"Clarck N'Sikulu",6.0,22.0,29.0,9.0,31.0,25.0
"Shikoze Udoji",33.0,41.0,31.0,36.0,30.0,5.0
"Antonis Petropoulos",27.0,29.0,25.0,5.0,25.0,14.0
"Piotr Grzelczak",17.0,39.0,30.0,35.0,33.0,17.0
"Wanderson",18.0,NaN,34.0,30.0,33.0,23.0
"Nikolaos Tsoukalos",4.0,22.0,11.0,29.0,19.0,17.0
"Michalis Frangos",1.0,28.0,27.0,31.0,33.0,10.0
"Evgen Budnik",27.0,20.0,2.0,31.0,21.0,24.0
"Nikola Asceric",1.0,18.0,14.0,32.0,25.0,9.0
"Vangelis Patsarouchas",NaN,NaN,NaN,NaN,5.0,2.0
"Petros Giakoumakis",NaN,NaN,20.0,29.0,30.0,28.0
"Mohamed Youssouf",1.0,2.0,30.0,19.0,11.0,23.0
"Chahir Belghazouani",30.0,18.0,29.0,5.0,5.0,19.0
"Souleymane Sawadogo",NaN,27.0,21.0,2.0,16.0,4.0
"Marko Markovski",30.0,9.0,34.0,30.0,28.0,22.0
"Fotis Ioannidis",NaN,NaN,NaN,NaN,NaN,8.0
"Neymar",1.0,41.0,51.0,49.0,45.0,30.0
"Julian Draxler",39.0,38.0,19.0,35.0,39.0,38.0
"Kylian Mbappé",NaN,NaN,1.0,14.0,44.0,36.0
"Ángel Di María",52.0,52.0,33.0,47.0,43.0,35.0
"Edinson Cavani",43.0,43.0,53.0,52.0,50.0,38.0
"Thomas Lemar",NaN,9.0,26.0,34.0,55.0,28.0
"Keita Baldé",17.0,39.0,29.0,39.0,34.0,31.0
"Gabriel Boschilia",NaN,21.0,8.0,18.0,16.0,5.0
"Rony Lopes",23.0,28.0,27.0,18.0,29.0,40.0
"Rachid Ghezzal",20.0,0.0,23.0,38.0,38.0,29.0
"Jordi Mboula",NaN,NaN,NaN,1.0,11.0,5.0
"Falcao",41.0,19.0,33.0,12.0,43.0,29.0
"Stevan Jovetic",34.0,18.0,26.0,28.0,29.0,18.0
"Adama Diakhaby",NaN,NaN,NaN,NaN,29.0,24.0
"Pietro Pellegri",NaN,NaN,NaN,19.0,22.0,8.0
"Memphis Depay",40.0,43.0,40.0,46.0,26.0,40.0
"Willem Geubbels",NaN,NaN,NaN,NaN,NaN,4.0
"Maxwel Cornet",1.0,15.0,4.0,40.0,51.0,34.0
"Bertrand Traoré",NaN,18.0,37.0,18.0,39.0,32.0
"Mariano Díaz",6.0,27.0,10.0,32.0,14.0,37.0
"Myziane Maolida",NaN,NaN,NaN,NaN,6.0,19.0
"Amine Gouiri",NaN,NaN,NaN,NaN,5.0,8.0
"Lucas Ocampos",32.0,39.0,40.0,25.0,29.0,39.0
"Florian Thauvin",35.0,41.0,38.0,38.0,43.0,42.0
"Yusuf Sari",NaN,NaN,NaN,NaN,NaN,4.0
"Clinton N'Jie",4.0,6.0,33.0,14.0,23.0,30.0
"Konstantinos Mitroglou",41.0,24.0,34.0,45.0,43.0,19.0
"Valère Germain",37.0,26.0,37.0,40.0,60.0,43.0
"Allan Saint-Maximin",NaN,5.0,12.0,18.0,36.0,31.0
"Bassem Srarfi",NaN,NaN,NaN,23.0,16.0,28.0
"Vincent Marcel",NaN,NaN,NaN,NaN,10.0,5.0
"Mario Balotelli",33.0,41.0,28.0,23.0,28.0,30.0
"Alassane Pléa",3.0,25.0,35.0,19.0,32.0,41.0
"Mickaël Le Bihan",39.0,33.0,37.0,5.0,10.0,
"François Kamano",NaN,NaN,26.0,24.0,37.0,30.0
"Malcom",NaN,20.0,34.0,13.0,45.0,29.0
"Jonathan Cafú",NaN,32.0,3.0,27.0,45.0,24.0
"Martin Braithwaite",38.0,40.0,36.0,41.0,36.0,27.0
"Nicolas de Préville",27.0,35.0,28.0,38.0,33.0,29.0
"Gaëtan Laborde",NaN,NaN,30.0,21.0,42.0,17.0
"Alexandre Mendy",NaN,NaN,17.0,21.0,29.0,18.0
"Max Gradel",26.0,20.0,40.0,15.0,13.0,24.0
"Jimmy Durmaz",32.0,33.0,28.0,27.0,30.0,19.0
"Corentin Jean",17.0,26.0,30.0,37.0,21.0,33.0
"Firmin Mubele",1.0,14.0,NaN,14.0,27.0,28.0
"Andy Delort",18.0,39.0,27.0,38.0,31.0,29.0
"Ola Toivonen",24.0,41.0,35.0,17.0,38.0,21.0
"Yaya Sanogo",13.0,15.0,17.0,17.0,3.0,23.0
"Ismaïla Sarr",NaN,NaN,NaN,NaN,33.0,20.0
"Diafra Sakho",4.0,38.0,26.0,24.0,4.0,24.0
"Brandon",3.0,2.0,37.0,29.0,41.0,11.0
"Luiz Araújo",NaN,NaN,NaN,23.0,5.0,27.0
"Imad Faraj",NaN,NaN,NaN,NaN,NaN,7.0
"Nicolas Pepe",NaN,NaN,8.0,13.0,39.0,29.0
"Anwar El Ghazi",7.0,16.0,43.0,37.0,37.0,27.0
"Ezequiel Ponce",NaN,21.0,10.0,11.0,27.0,30.0
"Lebo Mothiba",NaN,NaN,NaN,NaN,10.0,29.0
"Yassine El Ghanassy",23.0,31.0,30.0,15.0,41.0,21.0
"Alexis Alégué",NaN,NaN,NaN,3.0,3.0,
"Emiliano Sala",NaN,39.0,25.0,35.0,39.0,30.0
"Kalifa Coulibaly",NaN,NaN,32.0,33.0,47.0,9.0
"Prejuce Nakoulma",29.0,37.0,34.0,31.0,24.0,12.0
"Kolbeinn Sigthórsson",21.0,42.0,28.0,29.0,2.0,
"Yacine Bammou",NaN,NaN,41.0,36.0,34.0,13.0
"Randal Kolo Muani",NaN,NaN,NaN,NaN,0.0,0.0
"Santy Ngom",NaN,NaN,NaN,NaN,NaN,13.0
"Paul-Georges Ntep",38.0,35.0,38.0,15.0,27.0,12.0
"Kévin Monnet-Paquet",41.0,38.0,43.0,43.0,48.0,22.0
"Jonathan Bamba",NaN,NaN,4.0,25.0,30.0,28.0
"Romain Hamouma",38.0,39.0,38.0,33.0,40.0,23.0
"Oussama Tannane",26.0,33.0,25.0,27.0,28.0,15.0
"Robert Beric",50.0,42.0,39.0,23.0,32.0,16.0
"Keagan Dolly",12.0,27.0,18.0,49.0,23.0,15.0
"Jonathan Ikoné",NaN,NaN,1.0,8.0,25.0,18.0
"Isaac Mbenza",NaN,NaN,13.0,37.0,43.0,34.0
"Souleymane Camara",44.0,36.0,39.0,36.0,31.0,27.0
"Giovanni Sio",20.0,39.0,25.0,37.0,35.0,28.0
"Casimir Ninga",NaN,NaN,NaN,27.0,9.0,26.0
"Jérémie Porsan-Clemente",NaN,5.0,1.0,1.0,NaN,0.0
"Naïm Sliti",22.0,NaN,3.0,39.0,20.0,24.0
"Wesley Saïd",0.0,9.0,32.0,11.0,29.0,27.0
"Chang-hun Kwon",10.0,18.0,20.0,22.0,8.0,28.0
"Benjamin Jeannot",39.0,33.0,33.0,37.0,20.0,24.0
"Julio Tavarès",28.0,30.0,36.0,39.0,37.0,22.0
"Marcus Coco",NaN,NaN,5.0,33.0,40.0,25.0
"Nicolas Benezet",35.0,30.0,24.0,21.0,7.0,22.0
"Abdoul Camara",35.0,18.0,29.0,26.0,21.0,15.0
"Thibault Giresse",36.0,36.0,46.0,30.0,19.0,3.0
"Yannis Salibur",31.0,35.0,15.0,34.0,37.0,22.0
"Yeni N'Gbakoto",4.0,38.0,35.0,40.0,28.0,17.0
"Jimmy Briand",20.0,40.0,30.0,39.0,39.0,31.0
"Marcus Thuram",NaN,NaN,1.0,19.0,23.0,26.0
"Nathaël Julan",NaN,NaN,NaN,3.0,23.0,16.0
"Hervé Bazile",NaN,NaN,33.0,26.0,21.0,19.0
"Jordan N'Kololo",3.0,32.0,21.0,18.0,13.0,13.0
"Jan Repas",NaN,NaN,NaN,10.0,42.0,27.0
"Timo Stavitski",NaN,NaN,NaN,14.0,35.0,7.0
"Ronny Rodelin",32.0,35.0,35.0,37.0,40.0,33.0
"Ivan Santini",17.0,39.0,35.0,36.0,38.0,31.0
"Enzo Crivelli",NaN,3.0,12.0,41.0,24.0,24.0
"Christian Kouakou",26.0,38.0,20.0,27.0,28.0,20.0
"Thomas Touré",NaN,2.0,27.0,30.0,6.0,6.0
"Billy Ketkeophomphone",21.0,38.0,37.0,38.0,5.0,14.0
"Gilles Sunu",22.0,20.0,28.0,35.0,27.0,21.0
"Wilfried Kanga",NaN,NaN,NaN,6.0,24.0,3.0
"Karl Toko Ekambi",NaN,NaN,39.0,40.0,33.0,30.0
"Baptiste Guillaume",7.0,NaN,29.0,12.0,35.0,16.0
"Goran Karanovic",34.0,45.0,28.0,13.0,12.0,
"Férébory Doré",37.0,38.0,18.0,9.0,12.0,18.0
"Martin Terrier",NaN,NaN,NaN,NaN,15.0,26.0
"Idriss Saadi",33.0,20.0,23.0,3.0,39.0,23.0
"Nuno Da Costa",NaN,1.0,NaN,24.0,23.0,27.0
"Stéphane Bahoken",11.0,5.0,1.0,30.0,34.0,23.0
"Jérémy Blayac",22.0,34.0,14.0,31.0,32.0,22.0
"Hyun-Jun Suk",33.0,15.0,40.0,34.0,30.0,19.0
"Adama Niane",2.0,NaN,3.0,NaN,36.0,26.0
"Jonathan Tinhan",19.0,4.0,1.0,13.0,34.0,9.0
"Raphaël Cacérès",33.0,51.0,26.0,24.0,17.0,1.0
"Mamadou Sissako",NaN,0.0,NaN,1.0,0.0,1.0
"Mathieu Dossevi",38.0,33.0,34.0,34.0,28.0,28.0
"Opa Nguette",21.0,10.0,26.0,14.0,37.0,18.0
"Ablie Jallow",NaN,NaN,2.0,NaN,NaN,2.0
"Nolan Roux",44.0,33.0,43.0,44.0,33.0,31.0
"Ibrahima Niane",NaN,NaN,NaN,NaN,NaN,27.0
"Emmanuel Rivière",35.0,36.0,28.0,3.0,17.0,22.0
"Stiven Mendoza",15.0,13.0,32.0,25.0,31.0,9.0
"Moussa Konaté",11.0,26.0,33.0,39.0,39.0,32.0
"Lacina Traoré",38.0,9.0,8.0,27.0,29.0,15.0
"Quentin Cornette",NaN,NaN,0.0,6.0,4.0,7.0
"Bachibou Koita",NaN,NaN,5.0,NaN,2.0,8.0
"Douglas Costa",36.0,39.0,33.0,43.0,34.0,33.0
"Federico Bernardeschi",27.0,40.0,12.0,41.0,42.0,26.0
"Juan Cuadrado",40.0,43.0,37.0,41.0,45.0,20.0
"Gonzalo Higuaín",44.0,46.0,58.0,42.0,55.0,37.0
"Mario Mandzukic",40.0,48.0,43.0,36.0,50.0,32.0
"Lorenzo Insigne",43.0,51.0,28.0,42.0,49.0,38.0
"Adam Ounas",NaN,NaN,NaN,30.0,30.0,12.0
"Leandrinho",NaN,NaN,9.0,NaN,11.0,4.0
"José Callejón",41.0,52.0,59.0,47.0,49.0,40.0
"Dries Mertens",39.0,47.0,51.0,40.0,46.0,39.0
"Arkadiusz Milik",27.0,21.0,35.0,42.0,23.0,7.0
"Ivan Perisic",34.0,38.0,35.0,41.0,42.0,28.0
"Antonio Candreva",49.0,44.0,38.0,44.0,45.0,27.0
"Yann Karamoh",NaN,NaN,NaN,NaN,36.0,10.0
"Mauro Icardi",31.0,23.0,48.0,34.0,41.0,25.0
"Andrea Pinamonti",NaN,NaN,4.0,33.0,31.0,11.0
"Diego Perotti",20.0,20.0,28.0,34.0,45.0,29.0
"Stephan El Shaarawy",46.0,11.0,19.0,42.0,44.0,31.0
"Cengiz Ünder",NaN,NaN,26.0,32.0,43.0,22.0
"Gerson",NaN,0.0,29.0,2.0,12.0,23.0
"Edin Dzeko",45.0,48.0,32.0,39.0,51.0,35.0
"Patrik Schick",NaN,2.0,3.0,28.0,35.0,14.0
"Grégoire Defrel",30.0,44.0,36.0,35.0,38.0,17.0
"Fabio Borini",20.0,41.0,18.0,27.0,26.0,35.0
"Suso",28.0,35.0,7.0,21.0,37.0,38.0
"Nnamdi Oduamadi",16.0,28.0,29.0,30.0,4.0,1.0
"André Silva",NaN,26.0,35.0,43.0,44.0,32.0
"Nikola Kalinic",29.0,23.0,48.0,46.0,42.0,29.0
"Patrick Cutrone",NaN,1.0,21.0,25.0,25.0,35.0
"Nani",21.0,13.0,38.0,47.0,26.0,19.0
"Pedro Neto",NaN,NaN,NaN,NaN,3.0,4.0
"Ciro Immobile",34.0,34.0,34.0,29.0,41.0,36.0
"Felipe Caicedo",24.0,21.0,40.0,34.0,29.0,24.0
"Filip Djordjevic",37.0,29.0,27.0,32.0,18.0,0.0
"Brayan Perea",16.0,27.0,23.0,13.0,14.0,
"Rafik Zekhnini",NaN,NaN,13.0,28.0,17.0,6.0
"Federico Chiesa",NaN,NaN,9.0,29.0,36.0,28.0
"Gil Dias",NaN,NaN,2.0,15.0,39.0,23.0
